Using TensorFlow backend.
[2017-05-11 14:35:15,182] Making new env: CartPole-v0
main
____________________________________________________________________________________________________
Layer (type)                     Output Shape          Param #     Connected to                     
====================================================================================================
flatten_1 (Flatten)              (None, 4)             0           flatten_input_1[0][0]            
____________________________________________________________________________________________________
dense_1 (Dense)                  (None, 16)            80          flatten_1[0][0]                  
____________________________________________________________________________________________________
activation_1 (Activation)        (None, 16)            0           dense_1[0][0]                    
____________________________________________________________________________________________________
dense_2 (Dense)                  (None, 16)            272         activation_1[0][0]               
____________________________________________________________________________________________________
activation_2 (Activation)        (None, 16)            0           dense_2[0][0]                    
____________________________________________________________________________________________________
dense_3 (Dense)                  (None, 16)            272         activation_2[0][0]               
____________________________________________________________________________________________________
activation_3 (Activation)        (None, 16)            0           dense_3[0][0]                    
____________________________________________________________________________________________________
dense_4 (Dense)                  (None, 2)             34          activation_3[0][0]               
====================================================================================================
Total params: 658
____________________________________________________________________________________________________
None
loading from duel_dqn_CartPole-v0_weights.h5
Training for 50000 steps ...
    29/50000: episode: 1, duration: 0.079s, episode steps: 29, steps per second: 365, episode reward: 29.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.483 [0.000, 1.000], mean observation: 0.053 [-0.602, 0.915], loss: --, mean_absolute_error: --, mean_q: --
   310/50000: episode: 12, duration: 0.190s, episode steps: 52, steps per second: 274, episode reward: 52.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.538 [0.000, 1.000], mean observation: 0.185 [-0.773, 1.188], loss: 0.078917, mean_absolute_error: 1.300604, mean_q: 2.488452
   320/50000: episode: 13, duration: 0.039s, episode steps: 10, steps per second: 258, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.800 [0.000, 1.000], mean observation: -0.114 [-2.036, 1.221], loss: 0.080862, mean_absolute_error: 1.401746, mean_q: 2.674274
   332/50000: episode: 14, duration: 0.046s, episode steps: 12, steps per second: 263, episode reward: 12.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.250 [0.000, 1.000], mean observation: 0.119 [-1.355, 2.208], loss: 0.107400, mean_absolute_error: 1.478888, mean_q: 2.787249
   342/50000: episode: 15, duration: 0.038s, episode steps: 10, steps per second: 265, episode reward: 10.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.800 [0.000, 1.000], mean observation: -0.132 [-2.138, 1.363], loss: 0.060214, mean_absolute_error: 1.527802, mean_q: 2.980357
   355/50000: episode: 16, duration: 0.049s, episode steps: 13, steps per second: 267, episode reward: 13.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.692 [0.000, 1.000], mean observation: -0.101 [-1.800, 1.181], loss: 0.161254, mean_absolute_error: 1.622796, mean_q: 3.032942
   375/50000: episode: 17, duration: 0.074s, episode steps: 20, steps per second: 271, episode reward: 20.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.350 [0.000, 1.000], mean observation: 0.058 [-1.355, 2.194], loss: 0.128625, mean_absolute_error: 1.659703, mean_q: 3.123842
   390/50000: episode: 18, duration: 0.056s, episode steps: 15, steps per second: 267, episode reward: 15.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.267 [0.000, 1.000], mean observation: 0.090 [-1.382, 2.220], loss: 0.117344, mean_absolute_error: 1.713734, mean_q: 3.232428
   407/50000: episode: 19, duration: 0.066s, episode steps: 17, steps per second: 258, episode reward: 17.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.647 [0.000, 1.000], mean observation: -0.070 [-1.844, 1.016], loss: 0.108134, mean_absolute_error: 1.765161, mean_q: 3.349638
   422/50000: episode: 20, duration: 0.055s, episode steps: 15, steps per second: 274, episode reward: 15.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.400 [0.000, 1.000], mean observation: 0.105 [-0.779, 1.293], loss: 0.139349, mean_absolute_error: 1.863135, mean_q: 3.568868
   457/50000: episode: 21, duration: 0.126s, episode steps: 35, steps per second: 278, episode reward: 35.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.543 [0.000, 1.000], mean observation: 0.016 [-1.502, 0.999], loss: 0.133729, mean_absolute_error: 1.967041, mean_q: 3.794209
   481/50000: episode: 22, duration: 0.086s, episode steps: 24, steps per second: 280, episode reward: 24.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.542 [0.000, 1.000], mean observation: -0.100 [-1.373, 0.771], loss: 0.165129, mean_absolute_error: 2.090050, mean_q: 3.993866
   495/50000: episode: 23, duration: 0.052s, episode steps: 14, steps per second: 272, episode reward: 14.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.643 [0.000, 1.000], mean observation: -0.070 [-1.790, 1.209], loss: 0.151245, mean_absolute_error: 2.169176, mean_q: 4.108184
   510/50000: episode: 24, duration: 0.055s, episode steps: 15, steps per second: 273, episode reward: 15.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.667 [0.000, 1.000], mean observation: -0.081 [-1.878, 1.190], loss: 0.177890, mean_absolute_error: 2.234175, mean_q: 4.270784
   535/50000: episode: 25, duration: 0.091s, episode steps: 25, steps per second: 274, episode reward: 25.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.520 [0.000, 1.000], mean observation: -0.084 [-1.052, 0.848], loss: 0.185815, mean_absolute_error: 2.307713, mean_q: 4.461055
   561/50000: episode: 26, duration: 0.093s, episode steps: 26, steps per second: 279, episode reward: 26.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.577 [0.000, 1.000], mean observation: -0.029 [-1.377, 0.983], loss: 0.259852, mean_absolute_error: 2.451033, mean_q: 4.640872
   570/50000: episode: 27, duration: 0.035s, episode steps: 9, steps per second: 255, episode reward: 9.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.778 [0.000, 1.000], mean observation: -0.148 [-1.876, 1.164], loss: 0.287719, mean_absolute_error: 2.512936, mean_q: 4.802568
   587/50000: episode: 28, duration: 0.062s, episode steps: 17, steps per second: 273, episode reward: 17.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.706 [0.000, 1.000], mean observation: -0.087 [-2.174, 1.323], loss: 0.209780, mean_absolute_error: 2.558180, mean_q: 4.950082
   614/50000: episode: 29, duration: 0.098s, episode steps: 27, steps per second: 275, episode reward: 27.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.481 [0.000, 1.000], mean observation: 0.095 [-0.752, 1.560], loss: 0.240287, mean_absolute_error: 2.680820, mean_q: 5.171503
   627/50000: episode: 30, duration: 0.049s, episode steps: 13, steps per second: 267, episode reward: 13.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.615 [0.000, 1.000], mean observation: -0.090 [-1.762, 1.215], loss: 0.311662, mean_absolute_error: 2.770241, mean_q: 5.315966
   640/50000: episode: 31, duration: 0.049s, episode steps: 13, steps per second: 267, episode reward: 13.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.615 [0.000, 1.000], mean observation: -0.108 [-1.298, 0.754], loss: 0.251741, mean_absolute_error: 2.820507, mean_q: 5.466026
   653/50000: episode: 32, duration: 0.048s, episode steps: 13, steps per second: 269, episode reward: 13.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.308 [0.000, 1.000], mean observation: 0.093 [-1.225, 2.024], loss: 0.314476, mean_absolute_error: 2.909744, mean_q: 5.671595
   673/50000: episode: 33, duration: 0.073s, episode steps: 20, steps per second: 273, episode reward: 20.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.550 [0.000, 1.000], mean observation: -0.068 [-1.152, 0.620], loss: 0.334242, mean_absolute_error: 2.972542, mean_q: 5.701430
   692/50000: episode: 34, duration: 0.069s, episode steps: 19, steps per second: 275, episode reward: 19.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.526 [0.000, 1.000], mean observation: -0.069 [-1.253, 0.835], loss: 0.292721, mean_absolute_error: 3.033297, mean_q: 5.875110
   739/50000: episode: 35, duration: 0.168s, episode steps: 47, steps per second: 280, episode reward: 47.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.511 [0.000, 1.000], mean observation: -0.043 [-1.251, 0.763], loss: 0.422171, mean_absolute_error: 3.205680, mean_q: 6.146556
   790/50000: episode: 36, duration: 0.179s, episode steps: 51, steps per second: 285, episode reward: 51.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.529 [0.000, 1.000], mean observation: 0.078 [-1.100, 1.059], loss: 0.431741, mean_absolute_error: 3.386122, mean_q: 6.499241
   810/50000: episode: 37, duration: 0.073s, episode steps: 20, steps per second: 273, episode reward: 20.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.550 [0.000, 1.000], mean observation: -0.082 [-1.299, 0.619], loss: 0.444025, mean_absolute_error: 3.551328, mean_q: 6.865722
   863/50000: episode: 38, duration: 0.186s, episode steps: 53, steps per second: 284, episode reward: 53.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.566 [0.000, 1.000], mean observation: 0.040 [-2.092, 1.569], loss: 0.445112, mean_absolute_error: 3.715288, mean_q: 7.218808
   917/50000: episode: 39, duration: 0.191s, episode steps: 54, steps per second: 282, episode reward: 54.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: -0.135 [-1.385, 1.364], loss: 0.570388, mean_absolute_error: 3.961220, mean_q: 7.680032
   949/50000: episode: 40, duration: 0.114s, episode steps: 32, steps per second: 281, episode reward: 32.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.500 [0.000, 1.000], mean observation: -0.067 [-1.306, 0.592], loss: 0.472731, mean_absolute_error: 4.122848, mean_q: 8.120638
   978/50000: episode: 41, duration: 0.105s, episode steps: 29, steps per second: 276, episode reward: 29.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.483 [0.000, 1.000], mean observation: -0.072 [-1.144, 0.784], loss: 0.560201, mean_absolute_error: 4.253820, mean_q: 8.365972
   995/50000: episode: 42, duration: 0.064s, episode steps: 17, steps per second: 266, episode reward: 17.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.529 [0.000, 1.000], mean observation: -0.096 [-1.186, 0.733], loss: 0.680137, mean_absolute_error: 4.384778, mean_q: 8.571726
  1068/50000: episode: 43, duration: 0.255s, episode steps: 73, steps per second: 286, episode reward: 73.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.548 [0.000, 1.000], mean observation: 0.224 [-1.143, 1.726], loss: 0.686632, mean_absolute_error: 4.574537, mean_q: 8.942757
  1107/50000: episode: 44, duration: 0.138s, episode steps: 39, steps per second: 282, episode reward: 39.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.487 [0.000, 1.000], mean observation: -0.108 [-0.940, 0.697], loss: 0.615205, mean_absolute_error: 4.816655, mean_q: 9.425832
  1129/50000: episode: 45, duration: 0.080s, episode steps: 22, steps per second: 276, episode reward: 22.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.455 [0.000, 1.000], mean observation: 0.100 [-0.564, 1.349], loss: 0.712387, mean_absolute_error: 4.971313, mean_q: 9.678074
  1162/50000: episode: 46, duration: 0.118s, episode steps: 33, steps per second: 279, episode reward: 33.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.515 [0.000, 1.000], mean observation: 0.118 [-0.375, 1.084], loss: 0.623512, mean_absolute_error: 5.061639, mean_q: 9.921666
  1175/50000: episode: 47, duration: 0.047s, episode steps: 13, steps per second: 274, episode reward: 13.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.462 [0.000, 1.000], mean observation: 0.119 [-0.741, 1.167], loss: 0.756183, mean_absolute_error: 5.120118, mean_q: 9.980259
  1222/50000: episode: 48, duration: 0.167s, episode steps: 47, steps per second: 281, episode reward: 47.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.426 [0.000, 1.000], mean observation: -0.078 [-1.562, 1.656], loss: 0.728540, mean_absolute_error: 5.301067, mean_q: 10.418066
  1273/50000: episode: 49, duration: 0.180s, episode steps: 51, steps per second: 283, episode reward: 51.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.490 [0.000, 1.000], mean observation: -0.148 [-1.468, 0.605], loss: 0.843170, mean_absolute_error: 5.507113, mean_q: 10.799548
  1290/50000: episode: 50, duration: 0.064s, episode steps: 17, steps per second: 267, episode reward: 17.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.471 [0.000, 1.000], mean observation: -0.094 [-1.521, 0.956], loss: 1.149814, mean_absolute_error: 5.642689, mean_q: 10.987455
  1379/50000: episode: 51, duration: 0.310s, episode steps: 89, steps per second: 287, episode reward: 89.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.483 [0.000, 1.000], mean observation: -0.149 [-1.016, 0.992], loss: 0.805444, mean_absolute_error: 5.859483, mean_q: 11.648781
  1443/50000: episode: 52, duration: 0.224s, episode steps: 64, steps per second: 286, episode reward: 64.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.516 [0.000, 1.000], mean observation: 0.124 [-1.004, 1.347], loss: 0.761492, mean_absolute_error: 6.240726, mean_q: 12.415035
  1523/50000: episode: 53, duration: 0.279s, episode steps: 80, steps per second: 286, episode reward: 80.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.450 [0.000, 1.000], mean observation: -0.337 [-1.900, 0.902], loss: 0.930978, mean_absolute_error: 6.607900, mean_q: 13.092857
  1650/50000: episode: 54, duration: 0.441s, episode steps: 127, steps per second: 288, episode reward: 127.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.520 [0.000, 1.000], mean observation: 0.022 [-1.423, 1.514], loss: 0.903036, mean_absolute_error: 7.086759, mean_q: 14.107770
  1757/50000: episode: 55, duration: 0.372s, episode steps: 107, steps per second: 288, episode reward: 107.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.495 [0.000, 1.000], mean observation: -0.157 [-1.435, 0.924], loss: 1.029768, mean_absolute_error: 7.626896, mean_q: 15.257463
  1905/50000: episode: 56, duration: 0.533s, episode steps: 148, steps per second: 278, episode reward: 148.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.520 [0.000, 1.000], mean observation: 0.190 [-0.957, 1.286], loss: 0.928238, mean_absolute_error: 8.275088, mean_q: 16.664274
  2026/50000: episode: 57, duration: 0.428s, episode steps: 121, steps per second: 283, episode reward: 121.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.512 [0.000, 1.000], mean observation: 0.041 [-1.347, 1.502], loss: 1.030351, mean_absolute_error: 8.908722, mean_q: 17.985029
  2163/50000: episode: 58, duration: 0.484s, episode steps: 137, steps per second: 283, episode reward: 137.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.474 [0.000, 1.000], mean observation: -0.239 [-1.622, 0.707], loss: 1.152171, mean_absolute_error: 9.570276, mean_q: 19.414762
  2363/50000: episode: 59, duration: 0.693s, episode steps: 200, steps per second: 288, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.515 [0.000, 1.000], mean observation: 0.161 [-1.027, 1.458], loss: 1.359502, mean_absolute_error: 10.448120, mean_q: 21.139074
  2532/50000: episode: 60, duration: 0.589s, episode steps: 169, steps per second: 287, episode reward: 169.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.479 [0.000, 1.000], mean observation: -0.186 [-1.507, 0.878], loss: 1.237793, mean_absolute_error: 11.348310, mean_q: 23.000170
  2727/50000: episode: 61, duration: 0.678s, episode steps: 195, steps per second: 288, episode reward: 195.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.482 [0.000, 1.000], mean observation: -0.199 [-1.657, 0.850], loss: 1.406175, mean_absolute_error: 12.440655, mean_q: 25.235216
  2871/50000: episode: 62, duration: 0.501s, episode steps: 144, steps per second: 288, episode reward: 144.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.479 [0.000, 1.000], mean observation: -0.244 [-1.442, 0.599], loss: 1.366215, mean_absolute_error: 13.315545, mean_q: 27.104845
  3071/50000: episode: 63, duration: 0.695s, episode steps: 200, steps per second: 288, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.485 [0.000, 1.000], mean observation: -0.132 [-1.447, 0.968], loss: 1.601043, mean_absolute_error: 14.341774, mean_q: 29.178091
  3210/50000: episode: 64, duration: 0.483s, episode steps: 139, steps per second: 288, episode reward: 139.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.468 [0.000, 1.000], mean observation: -0.243 [-1.597, 0.722], loss: 1.807789, mean_absolute_error: 15.239244, mean_q: 30.962215
  3345/50000: episode: 65, duration: 0.470s, episode steps: 135, steps per second: 287, episode reward: 135.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.474 [0.000, 1.000], mean observation: -0.229 [-1.284, 1.126], loss: 1.768703, mean_absolute_error: 16.054848, mean_q: 32.546623
  3498/50000: episode: 66, duration: 0.531s, episode steps: 153, steps per second: 288, episode reward: 153.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.471 [0.000, 1.000], mean observation: -0.241 [-1.620, 0.658], loss: 1.777982, mean_absolute_error: 16.844328, mean_q: 34.186398
  3653/50000: episode: 67, duration: 0.539s, episode steps: 155, steps per second: 288, episode reward: 155.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.471 [0.000, 1.000], mean observation: -0.233 [-1.656, 0.720], loss: 2.233234, mean_absolute_error: 17.642225, mean_q: 35.798035
  3853/50000: episode: 68, duration: 0.692s, episode steps: 200, steps per second: 289, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.510 [0.000, 1.000], mean observation: 0.134 [-1.079, 1.332], loss: 2.161104, mean_absolute_error: 18.452347, mean_q: 37.445175
  4010/50000: episode: 69, duration: 0.544s, episode steps: 157, steps per second: 289, episode reward: 157.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.471 [0.000, 1.000], mean observation: -0.247 [-1.635, 0.699], loss: 2.030236, mean_absolute_error: 19.281296, mean_q: 39.283100
  4181/50000: episode: 70, duration: 0.597s, episode steps: 171, steps per second: 287, episode reward: 171.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.480 [0.000, 1.000], mean observation: -0.234 [-1.624, 0.719], loss: 2.049311, mean_absolute_error: 20.223167, mean_q: 41.171188
  4363/50000: episode: 71, duration: 0.631s, episode steps: 182, steps per second: 288, episode reward: 182.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.516 [0.000, 1.000], mean observation: 0.334 [-1.288, 2.378], loss: 2.542105, mean_absolute_error: 21.033047, mean_q: 42.702206
  4563/50000: episode: 72, duration: 0.694s, episode steps: 200, steps per second: 288, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.490 [0.000, 1.000], mean observation: -0.091 [-0.892, 0.932], loss: 2.345881, mean_absolute_error: 21.906076, mean_q: 44.432064
  4705/50000: episode: 73, duration: 0.496s, episode steps: 142, steps per second: 286, episode reward: 142.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.472 [0.000, 1.000], mean observation: -0.245 [-1.506, 0.723], loss: 2.964679, mean_absolute_error: 22.868446, mean_q: 46.265396
  4892/50000: episode: 74, duration: 0.650s, episode steps: 187, steps per second: 288, episode reward: 187.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.529 [0.000, 1.000], mean observation: 0.358 [-1.090, 2.404], loss: 2.401410, mean_absolute_error: 23.563946, mean_q: 47.814423
  5092/50000: episode: 75, duration: 0.695s, episode steps: 200, steps per second: 288, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.510 [0.000, 1.000], mean observation: 0.096 [-0.900, 1.334], loss: 3.150194, mean_absolute_error: 24.401098, mean_q: 49.417725
  5292/50000: episode: 76, duration: 0.694s, episode steps: 200, steps per second: 288, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.505 [0.000, 1.000], mean observation: 0.016 [-0.870, 0.824], loss: 3.249266, mean_absolute_error: 25.268633, mean_q: 51.273407
  5468/50000: episode: 77, duration: 0.612s, episode steps: 176, steps per second: 287, episode reward: 176.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.477 [0.000, 1.000], mean observation: -0.200 [-1.434, 0.688], loss: 3.774683, mean_absolute_error: 26.212297, mean_q: 53.048618
  5664/50000: episode: 78, duration: 0.682s, episode steps: 196, steps per second: 287, episode reward: 196.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.510 [0.000, 1.000], mean observation: 0.276 [-1.531, 2.112], loss: 3.682085, mean_absolute_error: 27.018902, mean_q: 54.717556
  5840/50000: episode: 79, duration: 0.611s, episode steps: 176, steps per second: 288, episode reward: 176.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.472 [0.000, 1.000], mean observation: -0.227 [-1.783, 1.145], loss: 2.783103, mean_absolute_error: 27.660168, mean_q: 56.160866
  5978/50000: episode: 80, duration: 0.480s, episode steps: 138, steps per second: 287, episode reward: 138.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.471 [0.000, 1.000], mean observation: -0.236 [-1.414, 0.564], loss: 3.304365, mean_absolute_error: 28.499157, mean_q: 57.733513
  6143/50000: episode: 81, duration: 0.572s, episode steps: 165, steps per second: 288, episode reward: 165.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.473 [0.000, 1.000], mean observation: -0.221 [-1.813, 0.684], loss: 4.424941, mean_absolute_error: 29.073076, mean_q: 58.899063
  6285/50000: episode: 82, duration: 0.500s, episode steps: 142, steps per second: 284, episode reward: 142.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.465 [0.000, 1.000], mean observation: -0.275 [-1.785, 0.583], loss: 4.281052, mean_absolute_error: 29.792257, mean_q: 60.339294
  6431/50000: episode: 83, duration: 0.508s, episode steps: 146, steps per second: 287, episode reward: 146.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.473 [0.000, 1.000], mean observation: -0.246 [-1.482, 0.758], loss: 4.250663, mean_absolute_error: 30.299295, mean_q: 61.175495
  6628/50000: episode: 84, duration: 0.684s, episode steps: 197, steps per second: 288, episode reward: 197.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.472 [0.000, 1.000], mean observation: -0.210 [-1.960, 0.739], loss: 4.234881, mean_absolute_error: 30.945902, mean_q: 62.638451
  6828/50000: episode: 85, duration: 0.695s, episode steps: 200, steps per second: 288, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.525 [0.000, 1.000], mean observation: 0.244 [-1.072, 2.039], loss: 4.098995, mean_absolute_error: 31.786449, mean_q: 64.305283
  7015/50000: episode: 86, duration: 0.649s, episode steps: 187, steps per second: 288, episode reward: 187.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.476 [0.000, 1.000], mean observation: -0.196 [-1.814, 0.729], loss: 3.596554, mean_absolute_error: 32.630367, mean_q: 66.042908
  7182/50000: episode: 87, duration: 0.582s, episode steps: 167, steps per second: 287, episode reward: 167.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.473 [0.000, 1.000], mean observation: -0.194 [-1.590, 0.720], loss: 5.382733, mean_absolute_error: 33.318855, mean_q: 67.356636
  7338/50000: episode: 88, duration: 0.542s, episode steps: 156, steps per second: 288, episode reward: 156.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.468 [0.000, 1.000], mean observation: -0.256 [-2.042, 0.766], loss: 4.539770, mean_absolute_error: 34.041565, mean_q: 68.791489
  7538/50000: episode: 89, duration: 0.692s, episode steps: 200, steps per second: 289, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.485 [0.000, 1.000], mean observation: -0.109 [-1.128, 0.802], loss: 3.648143, mean_absolute_error: 34.569828, mean_q: 69.753204
  7692/50000: episode: 90, duration: 0.536s, episode steps: 154, steps per second: 287, episode reward: 154.000, mean reward: 1.000 [1.000, 1.000], mean action: 0.474 [0.000, 1.000], mean observation: -0.235 [-1.789, 0.549], loss: 4.821119, mean_absolute_error: 35.198177, mean_q: 71.119469
